,Date,Natural_Gas_Price,Natural_Gas_Vol.,Crude_oil_Price,Crude_oil_Vol.,Copper_Price,Copper_Vol.,Bitcoin_Price,Bitcoin_Vol.,Platinum_Price,Platinum_Vol.,Ethereum_Price,Ethereum_Vol.,S&P_500_Price,Nasdaq_100_Price,Nasdaq_100_Vol.,Apple_Price,Apple_Vol.,Tesla_Price,Tesla_Vol.,Microsoft_Price,Microsoft_Vol.,Silver_Price,Silver_Vol.,Google_Price,Google_Vol.,Nvidia_Price,Nvidia_Vol.,Berkshire_Price,Berkshire_Vol.,Netflix_Price,Netflix_Vol.,Amazon_Price,Amazon_Vol.,Meta_Price,Meta_Vol.,Gold_Price,Gold_Vol.
88,27-09-2023,2.764,1880,93.68,504630,3.6365,64250,26366.10,50800,896.3,,1598.49,307590,4274.51,14580.16,250390000,170.43,66500000,240.5,136060000,312.79,19310000,22.724,66470,130.54,22690000,424.68,43680000,542495.00,7950,377.59,3830000,125.98,65910000,297.74,35900000,1890.90,238530
89,26-09-2023,2.656,57090,90.39,318020,3.649,65800,26218.90,26410,914.2,,1594.04,141610,4273.53,14545.83,243610000,171.96,64230000,244.12,101530000,312.14,26060000,23.196,52630,128.57,25660000,419.11,40020000,545870.00,7340,379.25,4050000,125.98,70260000,298.96,19310000,1919.80,212260
90,25-09-2023,2.639,36180,89.68,328370,3.67,54420,26302.70,38200,923.6,,1588.62,191410,4337.44,14768.89,184670000,176.08,45990000,246.99,104090000,317.54,16540000,23.385,55990,131.11,19310000,422.22,41250000,548360.00,9500,384.8,3720000,131.27,45420000,300.83,17290000,1936.60,164260
91,22-09-2023,2.637,52640,90.03,402090,3.696,61880,26581.90,28790,934.1,,1593.10,135120,4320.06,14701.10,230720000,174.79,56730000,244.88,127520000,317.01,21450000,23.844,53720,130.25,26400000,416.1,47920000,546215.00,8090,379.81,3700000,129.12,59900000,299.08,25370000,1945.60,139930
92,21-09-2023,2.61,99970,89.63,351030,3.696,124290,26570.00,47810,924.6,,1584.03,264250,4330.00,14694.24,281450000,173.93,61710000,255.7,119130000,319.53,34450000,23.687,73840,130.44,31450000,410.17,44610000,551030.00,7830,384.15,5530000,129.33,68130000,295.73,21000000,1939.60,225910
93,20-09-2023,2.733,140310,90.28,35990,3.776,50330,27125.00,47230,942.3,29060,1622.28,253880,4402.20,14969.92,212790000,175.49,55690000,262.59,121790000,320.77,20160000,23.836,57730,133.74,29440000,422.39,35940000,556580.00,7850,386.3,3830000,135.29,44020000,299.67,18760000,1967.10,220980
94,19-09-2023,2.848,164810,91.2,94600,3.747,61430,27209.20,52170,948.4,27700,1643.08,201840,4443.95,15191.23,211520000,179.07,50490000,266.5,103160000,328.65,16490000,23.456,40410,138.04,18640000,435.2,36830000,563073.00,7760,396.2,4070000,137.63,60920000,305.07,15800000,1953.70,131100
95,18-09-2023,2.728,128310,91.48,119260,3.779,48800,26763.50,63350,938.3,27480,1636.92,302350,4453.53,15225.37,216290000,177.97,65110000,265.28,100730000,329.06,16630000,23.498,46570,138.21,21630000,439.66,48530000,562800.00,10080,394.4,4700000,139.98,40650000,302.55,13670000,1953.40,138030
96,15-09-2023,2.644,127780,90.77,315000,3.801,56100,26601.00,36470,929.5,31240,1641.31,194290,4450.32,15202.40,756250000,175.01,109260000,274.39,133690000,330.22,37680000,23.386,67110,137.4,38920000,439,50680000,559500.00,8340,396.94,9120000,140.39,102910000,300.31,28130000,1946.20,199770
97,14-09-2023,2.708,154080,90.16,325270,3.8215,66850,26524.70,53820,911.1,22770,1626.49,293640,4505.10,15473.89,244110000,175.74,59630000,276.04,107090000,338.7,20170000,22.994,84600,138.1,24680000,455.81,35710000,561740.00,7600,400.49,10680000,144.72,62980000,311.72,19280000,1932.80,201740
98,13-09-2023,2.68,191710,88.52,345970,3.793,53840,26223.00,42580,905.2,24900,1607.63,238310,4467.44,15348.53,223410000,174.21,83450000,271.3,111170000,336.06,16470000,23.181,49960,136.71,20710000,454.85,39090000,557955.00,4940,412.24,11790000,144.85,59680000,305.06,12750000,1932.50,161000
99,12-09-2023,2.743,202190,88.84,341140,3.792,44010,25834.50,78710,912.8,29480,1592.50,354590,4461.90,15289.74,221550000,176.3,89920000,267.48,135440000,331.77,17160000,23.402,40980,135.34,18330000,448.7,34280000,557415.00,8290,434.69,3120000,141.23,41880000,301.66,13200000,1935.10,161990
100,11-09-2023,2.608,110880,87.29,292390,3.807,66660,25166.40,56320,902.3,26250,1551.89,444950,4487.46,15461.87,245990000,179.36,58330000,273.58,173390000,337.94,15860000,23.383,43210,136.92,20560000,451.78,46580000,555309.00,10010,445.36,2910000,143.1,56360000,307.56,19420000,1947.20,131080
101,08-09-2023,2.605,101230,87.51,294440,3.7165,66660,25909.50,41010,894.8,26140,1636.45,236380,4457.49,15280.23,216670000,178.18,65600000,248.5,118560000,334.27,19550000,23.174,52750,136.38,23580000,455.72,47390000,551405.00,7380,442.8,2700000,138.23,38370000,297.89,17280000,1942.70,138690
102,07-09-2023,2.579,140330,86.87,270740,3.762,69660,26249.80,39770,909.6,23250,1648.09,243550,4451.14,15258.52,272710000,177.56,111940000,251.49,114030000,329.91,17810000,23.24,50650,135.26,17630000,462.41,43190000,548930.00,7420,443.14,2910000,137.85,46100000,298.67,33150000,1942.50,117170
103,06-09-2023,2.51,116660,87.54,307120,3.786,68210,25758.00,37780,915.3,25470,1633.18,240730,4465.48,15371.44,219290000,182.91,81160000,251.92,116510000,332.88,17350000,23.503,67140,134.46,18650000,470.61,46720000,548660.00,7570,445.76,3860000,135.36,39290000,299.17,15130000,1944.20,148780
104,05-09-2023,2.582,178330,86.69,452910,3.8485,87970,25790.20,28400,933.5,33150,1634.46,219790,4496.83,15508.24,232980000,189.7,44730000,256.49,128780000,333.55,18090000,23.873,91770,135.77,19330000,485.48,37250000,546627.00,10660,448.68,6150000,137.27,40000000,300.15,14840000,1952.60,192790
105,01-09-2023,2.765,127250,85.55,420460,3.852,81640,25803.20,58080,968.7,22060,1629.00,319190,4515.77,15490.86,231030000,189.46,45770000,245.01,132540000,328.66,14940000,24.562,61530,135.66,21540000,485.09,46380000,550000.00,8160,439.88,4790000,138.12,40990000,296.38,12790000,1967.10,160730
106,31-08-2023,2.768,176020,83.63,368850,3.822,52790,25937.30,69110,974.4,22610,1645.82,355270,4507.66,15501.07,309880000,187.87,60210000,258.08,108140000,327.76,26260000,24.812,47180,136.17,29640000,493.55,51990000,546725.00,7580,433.68,3800000,138.01,58300000,295.89,17180000,1965.90,133710
107,30-08-2023,2.796,146880,81.63,299420,3.844,56860,27298.80,46540,983.3,25730,1705.22,218440,4514.87,15462.43,206480000,187.65,60590000,256.9,121660000,328.79,15000000,25.104,67030,135.88,26780000,492.64,72020000,547348.00,7380,434.67,3620000,135.07,35170000,295.1,17490000,1973.00,142380
108,29-08-2023,2.556,2350,81.16,284170,3.8295,640,27723.90,98320,983,0,1729.69,528630,4497.63,15376.55,249100000,184.12,52360000,257.18,133130000,328.41,19070000,25.139,51640,134.57,41160000,487.84,69600000,543593.00,7010,429.99,4400000,134.91,38360000,297.99,20210000,1965.10,174220
109,28-08-2023,2.579,58220,80.1,246580,3.7855,170,26118.90,28840,969.1,0,1653.22,229390,4433.31,15052.46,185040000,180.19,42710000,238.82,107290000,323.7,14560000,24.605,32660,131.01,20090000,468.35,68160000,539605.00,8950,418.06,2920000,133.14,33440000,290.26,14030000,1946.80,115550
110,25-08-2023,2.54,31330,79.83,411410,3.779,290,26057.20,39960,945.1,0,1653.74,250860,4405.71,14941.83,247760000,178.61,51450000,238.59,106610000,322.98,21680000,24.583,32750,129.88,26760000,460.18,92530000,540000.00,7040,416.03,5390000,133.26,44150000,285.5,23700000,1939.90,166990
111,24-08-2023,2.519,76080,79.05,349230,3.7875,180,26177.00,41040,939.9,0,1660.89,246620,4376.31,14816.44,294420000,176.38,53220000,230.04,99190000,319.97,21480000,24.575,39410,129.78,27890000,471.63,114380000,537780.00,6620,406.93,5660000,131.84,41600000,286.75,16450000,1947.10,137390
112,23-08-2023,2.497,93840,78.89,378150,3.8305,180,26436.20,60960,935.1,0,1679.93,399710,4436.01,15148.06,234170000,181.12,51470000,236.86,98610000,327,19450000,24.71,33680,132.37,27430000,471.16,65350000,537150.00,6400,427.55,8130000,135.52,40900000,294.24,16550000,1948.10,170040
113,22-08-2023,2.56,111970,80.35,21690,3.7825,110,26039.90,47720,921.4,,1634.29,424510,4387.55,14908.96,199050000,177.23,41380000,233.19,130230000,322.46,16050000,23.763,18490,129.08,22030000,456.68,74940000,531840.00,6750,413.17,3600000,134.25,32540000,287.6,12700000,1926.00,131090
114,21-08-2023,2.632,102630,80.72,115870,3.7465,90,26126.00,41100,910.4,0,1667.60,265910,4399.77,14936.69,236730000,175.84,44990000,231.28,134510000,321.88,21790000,23.659,18190,128.37,23970000,469.67,67690000,534700.00,9180,408.29,3840000,134.68,40740000,289.9,18580000,1923.00,138110
115,18-08-2023,2.551,128030,81.25,128090,3.706,54520,26053.20,93050,916.25,,1661.26,572900,4369.71,14694.84,256360000,174.49,61170000,215.49,136280000,316.48,24760000,22.733,54780,127.46,30500000,432.99,58380000,535817.00,7190,404.53,4310000,133.22,48500000,283.25,35350000,1916.50,114740
116,17-08-2023,2.621,119540,80.39,235580,3.6915,73410,26635.70,132920,900.15,,1683.89,876700,4370.36,14715.81,239690000,174,61250000,219.22,119130000,316.88,20220000,22.715,66430,129.92,33060000,433.43,44870000,535821.00,6840,403,6010000,133.98,46970000,285.09,23720000,1915.20,152330
117,16-08-2023,2.592,142520,79.38,325400,3.6575,69280,28726.30,43710,891.3,,1807.81,217470,4404.33,14876.47,211580000,176.57,45600000,225.6,111540000,320.4,19550000,22.535,46540,128.7,24920000,434.86,52210000,537497.00,6920,415.45,3930000,135.07,41360000,294.29,18090000,1928.30,128610
118,15-08-2023,2.659,158890,80.99,303210,3.6675,83180,29195.30,33810,892.2,,1828.98,196600,4437.86,15037.65,202630000,177.45,43370000,232.96,87340000,321.86,16800000,22.656,61480,129.78,19650000,439.4,67190000,538107.00,6790,423.7,3360000,137.67,42590000,301.95,11550000,1935.20,167150
119,14-08-2023,2.795,93500,82.51,277350,3.7255,73510,29426.70,39300,906.8,,1845.51,158110,4489.72,15205.58,219490000,179.46,43680000,239.76,98600000,324.04,18840000,22.708,53770,131.33,24700000,437.53,69030000,543150.00,5090,427.78,3970000,140.57,47150000,306.19,15640000,1944.00,120980
120,11-08-2023,2.77,163960,83.19,331250,3.719,95100,29420.80,27710,914.6,,1848.88,120550,4464.05,15028.07,198560000,177.79,52040000,242.65,99040000,321.01,24360000,22.743,52690,129.56,19590000,408.55,53310000,542900.00,7430,421.66,3930000,138.41,42910000,301.64,14050000,1946.60,122320
121,10-08-2023,2.763,230510,82.82,362190,3.765,81240,29449.00,32000,914.8,,1852.46,134210,4468.83,15128.84,205330000,177.97,52600000,245.34,109040000,322.93,20000000,22.821,75610,129.69,20070000,423.88,48880000,543680.00,7050,429.98,5430000,138.56,54380000,305.74,14300000,1948.90,168260
122,09-08-2023,2.959,312250,84.4,478140,3.7835,85710,29578.00,49670,892.7,,1855.36,203580,4467.71,15101.71,232480000,178.19,57800000,242.19,99980000,322.23,19120000,22.731,69550,129.66,23300000,425.54,57890000,545280.00,7860,428.9,3730000,137.85,48580000,305.21,18850000,1950.60,139260
123,08-08-2023,2.777,186800,82.92,424550,3.7665,138600,29777.40,62570,904.45,,1856.24,253390,4499.38,15273.05,239250000,179.8,67600000,249.7,96360000,326.05,22190000,22.807,82660,131.4,23490000,446.64,35150000,553101.00,8080,438.3,3760000,139.94,51530000,312.64,15180000,1959.90,142340
124,07-08-2023,2.725,228910,81.94,293040,3.835,70870,29204.20,41190,926.9,,1829.11,243920,4518.44,15407.85,228690000,178.85,97580000,251.45,111100000,330.11,17740000,23.232,62320,131.53,22750000,454.17,32220000,551920.00,11300,440.76,4780000,142.22,71210000,316.56,16180000,1970.00,104410
125,04-08-2023,2.577,104010,82.82,320870,3.8675,79910,29105.50,31430,928.5,,1830.24,199600,4478.03,15274.92,284840000,181.99,115960000,253.86,99540000,327.78,23740000,23.716,58390,128.11,26150000,446.8,36270000,533600.00,7670,431.6,5440000,139.57,153130000,310.73,17610000,1976.10,156420
126,03-08-2023,2.565,139150,81.55,402640,3.8995,81960,29189.30,36080,921.8,,1835.98,182560,4501.89,15353.54,237760000,191.17,52600000,259.32,96950000,326.66,17960000,23.697,63140,128.45,18990000,445.15,32140000,541000.00,6780,431,6200000,128.91,78430000,313.19,15220000,1968.80,141350
127,02-08-2023,2.477,147610,79.49,414830,3.8435,89270,29173.70,67410,930.4,,1840.21,272700,4513.39,15370.74,305950000,192.58,48900000,254.11,100980000,327.5,27430000,23.872,73950,128.38,25940000,442.69,52610000,533800.00,6920,429.7,4880000,128.21,50090000,314.31,20220000,1975.00,169660
128,01-08-2023,2.56,135520,81.37,307860,3.9085,109740,29712.20,64010,940.4,,1874.21,386290,4576.73,15718.01,211400000,195.6,34730000,261.07,82500000,336.34,18150000,24.326,52950,131.55,23050000,465.07,23360000,534400.00,7090,438.62,5700000,131.69,41360000,322.71,22660000,1978.80,167760
129,31-07-2023,2.634,97880,81.8,297270,4.008,115170,29232.40,31840,958.6,,1856.17,177970,4588.96,15757.00,254540000,196.45,38590000,267.43,84270000,335.92,25340000,24.972,45400,132.72,27990000,467.29,24980000,535400.00,9040,438.97,6560000,133.68,41520000,318.6,24220000,2009.20,139960
130,28-07-2023,2.638,136510,80.58,299550,3.9265,60860,29315.00,31420,943.7,,1874.23,148920,4582.23,15750.93,295900000,195.83,48290000,266.44,111450000,338.37,28480000,24.495,38730,132.58,36590000,467.5,33120000,533113.00,6850,425.78,6430000,132.21,46320000,325.48,39220000,1999.90,159600
131,27-07-2023,2.492,2420,80.09,374360,3.8755,76400,29222.70,30420,945,,1861.32,176210,4537.41,15464.93,291790000,193.22,47460000,255.71,103700000,330.72,39640000,24.243,100,129.4,44950000,459,45600000,531650.00,6630,413.17,6590000,128.25,52610000,311.71,63720000,1965.30,16910
132,26-07-2023,2.665,37310,78.78,322030,3.902,65160,29352.20,44330,972,,1872.00,286610,4566.75,15499.26,263280000,194.5,47470000,264.35,95860000,337.77,58380000,24.841,70,129.27,61680000,454.52,36420000,531900.00,6460,422.67,6010000,128.15,53910000,298.57,40540000,1989.70,11940
133,25-07-2023,2.73,35550,79.63,349600,3.9155,85940,29228.60,29050,976.6,,1857.67,161060,4567.46,15561.42,234860000,193.62,37280000,265.28,112760000,350.98,41640000,24.695,60,122.21,52510000,456.79,34810000,528453.00,7020,427.7,4860000,129.13,39240000,294.47,18810000,1983.10,8630
134,24-07-2023,2.685,54170,78.74,368290,3.8555,,29178.10,55730,969.5,,1850.04,297130,4554.64,15448.02,220800000,192.75,44860000,269.06,137010000,345.11,25660000,24.451,70,121.53,29480000,446.12,36650000,532647.00,9460,428.37,8120000,128.8,41740000,291.61,24950000,1981.60,6440
135,21-07-2023,2.707,103190,77.07,308110,3.818,,29903.10,32590,972.2,,1891.75,176390,4536.34,15425.67,799030000,191.94,71950000,260.02,161800000,343.77,69410000,24.855,,120.02,71610000,443.09,96380000,527750.00,7630,427.5,17340000,130,133310000,294.26,41890000,1966.60,156540
136,20-07-2023,2.731,147710,75.63,23710,3.8345,69440,29801.00,50330,964.1,16770,1891.23,321920,4534.87,15466.09,334200000,193.13,59580000,262.9,175160000,346.87,33780000,24.992,,119.2,37910000,455.2,53790000,526240.00,6750,437.42,23990000,129.96,59820000,302.52,23840000,1970.90,189930
137,19-07-2023,2.585,81160,75.35,92920,3.814,55190,29909.70,34960,984.8,,1888.65,244920,4565.72,15826.35,268740000,195.1,80510000,291.26,142360000,355.08,39730000,25.387,,122.03,37220000,470.77,42070000,520500.00,7120,477.59,21000000,135.36,54530000,316.01,21350000,1980.80,159410
138,18-07-2023,2.618,101520,75.75,125090,3.8295,61150,29866.80,42400,994.4,,1897.58,233000,4554.98,15841.35,258650000,193.73,48200000,293.34,111590000,359.49,64520000,25.256,,123.76,26040000,474.94,56570000,524750.00,6430,474.8,13000000,132.83,54320000,312.05,20550000,1980.80,264090
139,17-07-2023,2.504,90910,74.15,244790,3.844,79080,30139.70,42840,987.5,,1911.24,293540,4522.79,15713.28,237030000,193.99,49840000,290.38,130180000,345.73,20030000,25.018,,124.65,25470000,464.61,50490000,523500.00,8480,450.05,6860000,133.56,47800000,310.62,25090000,1956.40,165830
140,14-07-2023,2.53,115680,75.42,299580,3.933,78200,30317.40,82420,984.3,,1938.05,530860,4505.42,15565.60,256390000,190.69,41620000,281.38,120060000,345.24,28350000,25.194,,125.42,33280000,454.69,77210000,517408.00,7060,441.91,7200000,134.68,54490000,308.87,23050000,1964.40,209310
141,13-07-2023,2.534,120190,76.89,379730,3.94,103640,31466.10,99810,983.4,,2004.77,588530,4510.04,15571.98,242480000,190.54,41340000,277.9,112680000,342.66,20570000,24.949,,124.54,44300000,459.77,47820000,521833.00,6890,450.38,5760000,134.3,61170000,313.41,30280000,1963.80,241220
142,12-07-2023,2.597,99290,75.75,352890,3.853,77860,30387.30,54060,956.6,,1871.86,280910,4472.16,15307.23,287610000,189.77,59770000,271.99,95670000,337.2,29350000,24.31,,118.93,30200000,439.02,48130000,525400.00,6620,444.05,5700000,130.8,53340000,309.34,36680000,1961.70,270870
143,11-07-2023,2.731,130580,74.83,326880,3.766,64230,30623.30,39840,932.4,,1878.33,191470,4439.26,15119.06,234910000,188.08,46420000,269.79,91970000,332.47,26380000,23.281,,117.14,22980000,424.05,29820000,521385.00,6320,440.21,4550000,128.78,49250000,298.29,27590000,1937.10,189370
144,10-07-2023,2.669,124500,72.99,301010,3.7845,46990,30415.30,55240,934.8,,1880.42,264830,4409.53,15045.64,271070000,188.61,59100000,269.61,119430000,331.83,32730000,23.345,,116.45,35240000,421.8,35390000,517136.00,8970,441.71,4240000,127.13,61450000,294.1,37060000,1931.00,208090
145,07-07-2023,2.582,103590,73.86,362630,3.782,52200,30346.40,46420,918.5,,1870.92,249820,4398.95,15036.85,240000000,190.68,46820000,274.43,113880000,337.22,21210000,23.289,,119.48,21710000,425.03,35590000,521620.00,6560,438.1,4170000,129.78,41990000,290.53,25470000,1932.50,214270
146,06-07-2023,2.609,109300,71.8,395380,3.7345,60470,29913.10,90810,909.7,,1848.36,483000,4411.59,15089.45,242500000,191.81,45000000,276.54,120710000,341.27,28020000,22.89,,120.11,24670000,421.03,30260000,519800.00,6190,438.84,4930000,128.36,39690000,291.99,47440000,1915.40,231510
147,05-07-2023,2.657,124910,71.79,456810,3.7685,70900,30512.80,43230,925,,1910.43,284340,4446.82,15203.78,223470000,191.33,46590000,282.48,131530000,338.15,18070000,23.402,,121.75,27500000,423.17,32200000,521000.00,7730,445.9,6860000,130.38,34740000,294.37,33540000,1927.10,245930
148,03-07-2023,2.709,79620,69.79,303480,3.794,48350,31151.30,56490,916,,1955.56,346330,4455.59,15208.69,150550000,192.46,31460000,279.82,119690000,337.99,12510000,23.112,,119.9,14470000,424.13,19820000,519460.00,8210,441.44,3730000,130.22,28260000,286.02,8630000,1929.50,152960
149,30-06-2023,2.798,147270,70.64,299870,3.7595,58630,30472.90,118650,913.2,,1933.80,765420,4450.38,15179.21,317600000,193.97,85210000,261.77,112620000,340.54,26830000,22.81,,119.7,29530000,423.02,50110000,517810.00,6940,440.49,7350000,130.36,54350000,286.98,19690000,1929.40,180690
150,29-06-2023,2.701,118610,69.86,292870,3.699,75090,30445.70,49570,906.8,,1851.92,256220,4396.44,14939.95,226210000,189.59,45450000,257.5,131280000,335.05,16860000,22.591,6990,119.1,24040000,408.22,37370000,512260.00,5860,428.24,4920000,127.9,40480000,281.53,15400000,1917.90,205250
151,28-06-2023,2.603,1320,69.56,368300,3.7425,58610,30078.60,51060,924.7,,1827.95,356710,4376.86,14964.58,247520000,189.25,50900000,256.24,159770000,335.85,19520000,22.868,40,120.18,27050000,411.17,57990000,506650.00,6510,429.84,8800000,129.04,50960000,285.29,16580000,1913.40,630
152,27-06-2023,2.763,71150,67.7,384750,3.7885,51670,30689.10,55820,934,,1889.51,386050,4378.41,14945.91,269000000,188.06,49730000,250.21,164970000,334.57,23680000,22.939,0,118.33,39370000,418.76,44820000,510580.00,5490,417.08,4780000,129.18,46390000,287.05,25810000,1915.10,230
153,26-06-2023,2.791,31600,69.37,280120,3.8045,51830,30267.00,58710,932.9,,1859.00,479760,4328.82,14689.02,266060000,185.27,47500000,241.05,179990000,328.6,21250000,22.805,10,118.34,33680000,406.32,58900000,507000.00,8290,415.94,4630000,127.33,59590000,278.47,23950000,1925.10,770
154,23-06-2023,2.729,84430,69.16,322480,3.8155,44540,30679.40,98850,923.7,20910,1891.97,428030,4348.33,14891.48,420630000,186.68,53120000,256.6,177460000,335.02,23150000,22.328,53210,122.34,34910000,422.09,35810000,510000.00,6200,424.02,8300000,129.33,71930000,288.73,51090000,1921.00,750
155,22-06-2023,2.608,109160,69.51,421350,3.9005,43050,29890.50,79220,926.5,32810,1872.32,438750,4381.89,15042.32,234610000,187,50840000,264.61,166880000,339.71,23030000,22.436,0,123.15,26820000,430.25,40810000,511480.00,6460,422.48,4860000,130.15,87860000,284.88,17270000,1915.00,370
156,21-06-2023,2.597,125410,72.53,264660,3.9105,46040,29996.90,143490,949,28750,1889.87,653630,4365.69,14867.45,308960000,183.96,49360000,259.46,211800000,333.56,24870000,22.774,78460,120.55,30070000,430.45,55160000,515515.00,6680,424.45,5150000,124.83,52140000,281.64,19920000,1936.10,810
